episode_id,match_id,competition_name,season_name,period,possession_id,counterpressing_team,counterpressing_team_id,possession_team,possession_team_id,possession_origin_pattern,play_pattern,turnover_context,is_open_play,turnover_event_id,turnover_event_type,turnover_timestamp,turnover_seconds,turnover_location,turnover_link_quality,initiation_event_id,initiation_event_type,initiation_timestamp,initiation_seconds,initiation_location,initiation_player_id,initiation_player_name,delay_seconds,latency_valid,num_counterpress_actions,all_counterpress_event_ids,has_initiation_360,opponent_team_at_turnover,possession_team_at_counterpress_initiation,possession_id_at_counterpress_initiation,regain_5s_controlled,regain_3s_controlled,regain_8s_controlled,controlled_acquisition_time,controlled_control_time,controlled_regain_time,controlled_regain_event_id,controlled_regain_event_type,controlled_regain_evidence,regain_5s,regain_3s,regain_8s,seconds_to_regain,regain_event_id,regain_5s_controlled_v26,regain_5s_possession_annotation,regain_3s_possession_annotation,regain_8s_possession_annotation,seconds_to_regain_annotation,regain_event_id_annotation,dangerous_escape_15s,shot_15s,final_third_entry_15s,started_in_final_third,opponent_initial_x,opponent_max_progression_15s,time_to_shot,time_to_final_third_entry,episode_outcome_3class,episode_outcome_3class_old,is_primary_cohort,primary_cohort_eligible
3893788_p32_a7234292,3893788,Women's World Cup,2023,1,32,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,d704f9c6-0287-4dea-a9b8-e3cec3dca662,Ball Recovery,00:11:53.044,713.044,"[45.5, 16.6]",high,a7234292-e368-4046-a4c2-6cca087e1f43,Pressure,00:11:54.975,714.975,"[70.5, 65.2]",5084,Denise O'Sullivan,1.931,True,1,['a7234292-e368-4046-a4c2-6cca087e1f43'],True,Australia Women's,Australia Women's,32,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,45.5,50.6,,,harmless_escape,harmless_escape,True,True
3893788_p33_3ce5890e,3893788,Women's World Cup,2023,1,33,Republic of Ireland Women's,16768,Republic of Ireland Women's,16768,From Goal Kick,From Goal Kick,open_play,True,bf468c42-9bf6-4ff3-b5ad-66b225f5ed0c,Ball Recovery,00:13:27.295,807.295,"[29.6, 5.5]",high,3ce5890e-7e1b-4df6-95e5-741ac2ee54fc,Duel,00:13:28.645,808.645,"[90.8, 74.6]",389494,Sinead Farrelly,1.35,True,4,"['3ce5890e-7e1b-4df6-95e5-741ac2ee54fc', '6b182afb-ab3b-4910-ba9b-c980077e2c5b', '1d08f939-4991-4e99-8c3c-87a2310e5857', 'b972d005-925f-4f48-98e1-24578a76ef58']",True,Australia Women's,Republic of Ireland Women's,33,1,1,1,0.95,0.95,0.95,3e3d2e66-9ead-408d-8679-0853162fcd20,Carry,ball_recovery_plus_carry,1,1,1,0.95,3e3d2e66-9ead-408d-8679-0853162fcd20,1,1,1,1,0.655,8327f8ba-d0da-42d2-b2e0-dc42fb078207,0,0,0,False,55.4,55.4,,,successful_regain,successful_regain,True,True
3893788_p40_7a2fc89e,3893788,Women's World Cup,2023,1,40,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,b5f56dff-ac2e-4cc2-a356-770270378b5f,Duel,00:17:48.375,1068.375,"[13.9, 76.2]",high,7a2fc89e-5427-4c39-8d76-b364f9ce39d8,Pressure,00:17:49.253,1069.253,"[104.3, 6.8]",142768,Kyra Carusa,0.878,True,1,['7a2fc89e-5427-4c39-8d76-b364f9ce39d8'],True,Australia Women's,Australia Women's,40,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,13.9,98.6,,14.222,dangerous_escape,dangerous_escape,True,True
3893788_p42_8a14187e,3893788,Women's World Cup,2023,1,42,Australia Women's,1205,Republic of Ireland Women's,16768,Regular Play,Regular Play,open_play,True,d70daab0-7d2a-440a-aeae-c5df619f0cc4,Pass,00:19:33.082,1173.082,"[52.4, 73.4]",high,8a14187e-bf59-49b9-8575-e906cae27682,Pressure,00:19:36.908,1176.908,"[40.2, 6.0]",401634,Cortnee Brooke Vine,3.826,True,1,['8a14187e-bf59-49b9-8575-e906cae27682'],True,Republic of Ireland Women's,Republic of Ireland Women's,42,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,52.4,81.1,,0.112,dangerous_escape,dangerous_escape,True,True
3893788_p44_cd0be4bd,3893788,Women's World Cup,2023,1,44,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,6627e3d1-575c-477b-b1d2-8d73de9608f8,Ball Recovery,00:20:22.781,1222.781,"[27.9, 22.9]",high,cd0be4bd-48cb-4994-ad76-8847755a01c4,Pressure,00:20:23.347,1223.347,"[92.2, 55.3]",15620,Katie McCabe,0.566,True,1,['cd0be4bd-48cb-4994-ad76-8847755a01c4'],True,Australia Women's,Australia Women's,44,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,27.9,49.1,,,harmless_escape,harmless_escape,True,True
3893788_p46_3c9a3869,3893788,Women's World Cup,2023,1,46,Republic of Ireland Women's,16768,Republic of Ireland Women's,16768,From Free Kick,From Free Kick,open_play,True,50c9fff0-df77-48b9-9e3a-0a0bd8a56883,Block,00:21:33.348,1293.348,"[8.3, 8.4]",high,3c9a3869-6574-4d8a-9330-fff28ae306c2,Pressure,00:21:36.466,1296.466,"[109.8, 61.6]",142768,Kyra Carusa,3.118,True,1,['3c9a3869-6574-4d8a-9330-fff28ae306c2'],True,Australia Women's,Republic of Ireland Women's,46,0,0,1,7.346,7.346,7.346,f5cdfc45-b017-4216-bb34-eb0803369db0,Carry,ball_recovery_plus_carry,0,0,1,7.346,f5cdfc45-b017-4216-bb34-eb0803369db0,0,1,1,1,0.494,7b7ad6e0-63c3-4347-9deb-7330beb36a28,0,0,0,False,8.3,10.3,,,harmless_escape,successful_regain,True,True
3893788_p48_6e386687,3893788,Women's World Cup,2023,1,48,Australia Women's,1205,Republic of Ireland Women's,16768,Regular Play,Regular Play,open_play,True,e42aec3e-bb83-4ab1-87d9-46840cceeba4,Pass,00:22:43.967,1363.967,"[36.2, 17.9]",high,6e386687-6900-4966-96b6-338adf44cd56,Pressure,00:22:46.488,1366.488,"[80.7, 65.3]",4979,Katrina Gorry,2.521,True,3,"['6e386687-6900-4966-96b6-338adf44cd56', '863cc78d-bd70-499e-a659-193f39c961e4', 'd92d2ffb-4bb5-4c1e-89bf-85fc17ec7f95']",True,Republic of Ireland Women's,Republic of Ireland Women's,48,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,36.2,41.8,,,harmless_escape,harmless_escape,True,True
3893788_p49_86d46282,3893788,Women's World Cup,2023,1,49,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,c6689fe8-4b8b-40da-90cc-10ab3df0d4ed,Ball Recovery,00:23:34.297,1414.297,"[37.3, 20.7]",high,86d46282-3f3b-48b5-a205-e1f9befe4186,Pressure,00:23:36.577,1416.577,"[73.4, 66.4]",389494,Sinead Farrelly,2.28,True,2,"['86d46282-3f3b-48b5-a205-e1f9befe4186', '5cced857-4533-464d-91af-f250d34f513c']",True,Australia Women's,Australia Women's,49,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,37.3,82.7,,10.168,dangerous_escape,dangerous_escape,True,True
3893788_p51_30ad78a0,3893788,Women's World Cup,2023,1,51,Republic of Ireland Women's,16768,Republic of Ireland Women's,16768,From Goal Kick,From Goal Kick,ambiguous,False,23053f0a-f49d-4cd7-9b48-48bedd9d05db,Ball Recovery,00:25:11.546,1511.546,"[53.3, 5.0]",high,30ad78a0-acb3-49b8-b57b-148b9126f6b0,Pressure,00:25:11.794,1511.794,"[67.9, 74.0]",142768,Kyra Carusa,0.248,True,3,"['30ad78a0-acb3-49b8-b57b-148b9126f6b0', '230fbd02-327b-4c6d-93a3-b3cf74a55fef', 'f18e7865-44e1-4ab7-9728-26926374b1b5']",True,Australia Women's,Republic of Ireland Women's,51,1,1,1,1.464,1.464,1.464,faf65263-8545-4406-ad65-d09b950451ef,Carry,duel_plus_carry,1,1,1,1.464,faf65263-8545-4406-ad65-d09b950451ef,1,1,1,1,0.26,6efbae0b-dec9-40dc-8c06-fc24f93ede03,0,0,0,False,53.3,66.8,,,successful_regain,successful_regain,True,False
3893788_p56_01635278,3893788,Women's World Cup,2023,1,56,Republic of Ireland Women's,16768,Republic of Ireland Women's,16768,From Goal Kick,From Goal Kick,open_play,True,7b057c90-97c3-4eee-a5de-cb09a0f46d85,Pass,00:27:34.856,1654.856,"[80.4, 20.8]",high,01635278-cf6d-4702-bd82-42d1ea803d09,Pressure,00:27:35.459,1655.459,"[31.9, 59.9]",389494,Sinead Farrelly,0.603,True,3,"['01635278-cf6d-4702-bd82-42d1ea803d09', '910df2cc-48fa-4bf5-a77c-57cfb771fb98', '06e50640-ddf2-47d1-91b3-93fdc83cc6e7']",False,Australia Women's,Republic of Ireland Women's,56,1,1,1,1.074,2.345,2.345,0ac78232-559d-4ac5-9186-1f700ce9e0ff,Pass,duel_plus_pass,1,1,1,2.345,0ac78232-559d-4ac5-9186-1f700ce9e0ff,1,1,1,1,0.238,9e8fca8c-fea0-4ea7-8b99-59bfbda0c71a,0,0,0,True,98.2,98.2,,,successful_regain,successful_regain,True,False
3893788_p58_068f51b9,3893788,Women's World Cup,2023,1,58,Republic of Ireland Women's,16768,Republic of Ireland Women's,16768,Regular Play,Regular Play,open_play,True,75e67f0f-63a2-434e-8ace-b16a7b43da23,Interception,00:29:01.470,1741.47,"[20.8, 44.4]",invalid,068f51b9-5805-4c67-9252-15b071661155,Interception,00:29:08.050,1748.05,"[46.0, 16.9]",23413,Megan Connolly,6.58,False,1,['068f51b9-5805-4c67-9252-15b071661155'],True,Australia Women's,Republic of Ireland Women's,58,1,1,1,0.0,0.0,0.0,1cf70e54-1b5c-4864-aae7-b70a68c57023,Carry,interception_plus_carry,1,1,1,0.0,1cf70e54-1b5c-4864-aae7-b70a68c57023,1,1,1,1,0.0,1cf70e54-1b5c-4864-aae7-b70a68c57023,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,False
3893788_p66_740c8577,3893788,Women's World Cup,2023,1,66,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,06a1f893-b06b-417f-ac05-9a2be7e0df10,Pass,00:34:29.095,2069.095,"[72.6, 2.3]",high,740c8577-2459-4a6b-b1aa-dae9def317f8,Pressure,00:34:30.265,2070.265,"[39.7, 71.9]",35406,Ruesha Littlejohn,1.17,True,2,"['740c8577-2459-4a6b-b1aa-dae9def317f8', '6e681de8-a8c8-4a2a-b6d7-a376d217962b']",True,Australia Women's,Australia Women's,66,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,1,1,False,72.6,97.7,5.761,3.365,dangerous_escape,dangerous_escape,True,True
3893788_p68_41224fa4,3893788,Women's World Cup,2023,1,68,Australia Women's,1205,Australia Women's,1205,Regular Play,Regular Play,open_play,True,d58d6de8-d14b-495e-a7ec-20a436dd4c75,Ball Recovery,00:37:37.560,2257.56,"[57.5, 12.0]",high,41224fa4-795a-48d9-ad43-3eb085365a19,Duel,00:37:38.357,2258.357,"[57.0, 66.3]",6818,Hayley Emma Raso,0.797,True,1,['41224fa4-795a-48d9-ad43-3eb085365a19'],True,Republic of Ireland Women's,Australia Women's,68,1,1,1,2.584,2.584,2.584,ac195de0-c700-417f-a525-eaf42a952558,Carry,ball_recovery_plus_carry,1,1,1,2.584,ac195de0-c700-417f-a525-eaf42a952558,1,1,1,1,1.224,6fc6b190-f2d4-4787-babb-c394dcae3725,1,0,1,False,,88.9,,2.319,dangerous_escape,dangerous_escape,True,True
3893788_p68_226d1f14,3893788,Women's World Cup,2023,1,68,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,41224fa4-795a-48d9-ad43-3eb085365a19,Duel,00:37:38.357,2258.357,"[57.0, 66.3]",high,226d1f14-6af9-4962-9c91-c5639f31ae83,Pressure,00:37:40.676,2260.676,"[88.9, 20.0]",142768,Kyra Carusa,2.319,True,1,['226d1f14-6af9-4962-9c91-c5639f31ae83'],True,Australia Women's,Australia Women's,68,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,1,0,1,False,57.0,93.9,,12.903,dangerous_escape,dangerous_escape,True,True
3893788_p70_676a0295,3893788,Women's World Cup,2023,1,70,Republic of Ireland Women's,16768,Republic of Ireland Women's,16768,Regular Play,Regular Play,open_play,True,0c3de52b-7e12-4797-8e49-0227a2de65ec,Ball Recovery,00:39:19.594,2359.594,"[56.6, 40.5]",high,676a0295-dd7d-4c86-8942-97a1415adb82,Dribbled Past,00:39:19.665,2359.665,"[63.9, 39.9]",42207,Marissa Maeve Sheva,0.071,True,1,['676a0295-dd7d-4c86-8942-97a1415adb82'],True,Australia Women's,Republic of Ireland Women's,70,0,0,1,5.359,7.925,7.925,5b9026d2-56b1-4b0a-b946-94eeb18bedd1,Pass,opponent_turnover_plus_pass,0,0,1,7.925,5b9026d2-56b1-4b0a-b946-94eeb18bedd1,0,1,1,1,0.0,b92d48e9-5f34-486e-be21-330ef2293b67,1,0,1,False,55.2,89.9,,7.925,dangerous_escape,dangerous_escape,True,True
3893788_p73_380b2923,3893788,Women's World Cup,2023,1,73,Australia Women's,1205,Republic of Ireland Women's,16768,Regular Play,Regular Play,open_play,True,e571e8e8-4364-4e76-94e0-134d7ab81f57,Duel,00:40:33.271,2433.271,"[15.9, 45.4]",high,380b2923-b39f-4441-acce-8f80b96dd2e1,Pressure,00:40:34.912,2434.912,"[98.2, 30.2]",131586,Kyra Lillee Cooney-Cross,1.641,True,1,['380b2923-b39f-4441-acce-8f80b96dd2e1'],True,Republic of Ireland Women's,Republic of Ireland Women's,73,0,0,0,9.482,9.482,9.482,544bd0aa-449b-4991-a1ae-939ae1267b54,Carry,duel_plus_carry,0,0,0,9.482,544bd0aa-449b-4991-a1ae-939ae1267b54,0,0,0,0,9.482,c59fcca1-7dad-4cf3-9432-24a7547b2dce,0,0,0,False,15.9,47.7,,,harmless_escape,harmless_escape,True,True
3893788_p73_e571e8e8,3893788,Women's World Cup,2023,1,73,Republic of Ireland Women's,16768,Republic of Ireland Women's,16768,Regular Play,Regular Play,open_play,True,1545e715-ace9-46f6-995d-962bb07b429a,Dispossessed,00:40:33.271,2433.271,"[104.2, 34.7]",high,e571e8e8-4364-4e76-94e0-134d7ab81f57,Duel,00:40:33.271,2433.271,"[15.9, 45.4]",15621,Louise Quinn,0.0,True,1,['e571e8e8-4364-4e76-94e0-134d7ab81f57'],True,Australia Women's,Republic of Ireland Women's,73,1,1,1,0.739,0.739,0.739,afc5c04e-0568-4ae6-bf5d-b8e811a10b53,Carry,ball_recovery_plus_carry,1,1,1,0.739,afc5c04e-0568-4ae6-bf5d-b8e811a10b53,1,1,1,1,0.739,582fe6b7-2d3b-4d69-9c89-652376ed3547,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3893788_p74_c59fcca1,3893788,Women's World Cup,2023,1,74,Australia Women's,1205,Australia Women's,1205,Regular Play,Regular Play,open_play,True,a2bb3e05-aed1-4be0-bea9-a2bb978e9f3f,Dispossessed,00:40:44.394,2444.394,"[47.7, 73.3]",high,c59fcca1-7dad-4cf3-9432-24a7547b2dce,Duel,00:40:44.394,2444.394,"[72.4, 6.8]",131586,Kyra Lillee Cooney-Cross,0.0,True,1,['c59fcca1-7dad-4cf3-9432-24a7547b2dce'],True,Republic of Ireland Women's,Australia Women's,74,1,1,1,0.0,0.0,0.0,544bd0aa-449b-4991-a1ae-939ae1267b54,Carry,duel_plus_carry,1,1,1,0.0,544bd0aa-449b-4991-a1ae-939ae1267b54,1,1,1,1,0.0,544bd0aa-449b-4991-a1ae-939ae1267b54,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3893788_p74_332830cd,3893788,Women's World Cup,2023,1,74,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,c59fcca1-7dad-4cf3-9432-24a7547b2dce,Duel,00:40:44.394,2444.394,"[72.4, 6.8]",high,332830cd-4327-4375-8248-029fce5900cb,Pressure,00:40:46.321,2446.321,"[45.0, 75.9]",389494,Sinead Farrelly,1.927,True,3,"['332830cd-4327-4375-8248-029fce5900cb', '07ffecc7-e304-4a10-8400-c03767bce452', '7be0094a-f666-4dad-8b55-c0c178e8efe2']",True,Australia Women's,Australia Women's,74,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,72.4,78.8,,,harmless_escape,harmless_escape,True,True
3893788_p75_5b1f9f2b,3893788,Women's World Cup,2023,1,75,Australia Women's,1205,Australia Women's,1205,From Free Kick,From Free Kick,open_play,True,640d5d20-15eb-4ea4-9a15-970a0050d47e,Duel,00:41:54.055,2514.055,"[20.9, 38.2]",high,5b1f9f2b-9595-41a4-8088-8aa930b674b0,Pressure,00:41:54.951,2514.951,"[97.3, 48.7]",6818,Hayley Emma Raso,0.896,True,4,"['5b1f9f2b-9595-41a4-8088-8aa930b674b0', '01053bbc-9c56-4b7b-b80c-f6cba7d67c3a', '4e8e6224-c265-4b36-b4e5-00af10b20744', '878e687c-14ae-4979-8cbe-5d3e9e022d28']",True,Republic of Ireland Women's,Australia Women's,75,1,1,1,2.62,2.62,2.62,4773373c-11b4-4ca1-8338-a90ea9a1055a,Carry,ball_recovery_plus_carry,1,1,1,2.62,4773373c-11b4-4ca1-8338-a90ea9a1055a,1,1,1,1,0.518,a76abe44-18c3-4d0c-b5df-e234f7f7935c,0,0,0,False,10.3,21.9,,,successful_regain,successful_regain,True,True
3893788_p80_128eadef,3893788,Women's World Cup,2023,1,80,Australia Women's,1205,Australia Women's,1205,Regular Play,Regular Play,open_play,True,5b6e4179-1f1f-4769-ac2b-14113fd9c513,Dispossessed,00:47:35.032,2855.032,"[70.5, 19.9]",high,128eadef-0cb8-4ff1-a8e2-83d407fd409f,Duel,00:47:35.032,2855.032,"[49.6, 60.2]",4979,Katrina Gorry,0.0,True,1,['128eadef-0cb8-4ff1-a8e2-83d407fd409f'],True,Republic of Ireland Women's,Australia Women's,80,1,1,1,0.0,0.0,0.0,f70261a2-ba88-4475-973d-1212a60957a8,Carry,duel_plus_carry,1,1,1,0.0,f70261a2-ba88-4475-973d-1212a60957a8,1,1,1,1,0.0,f70261a2-ba88-4475-973d-1212a60957a8,0,0,0,False,,0.0,,,successful_regain,successful_regain,True,True
3893788_p80_ef8af40a,3893788,Women's World Cup,2023,1,80,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,128eadef-0cb8-4ff1-a8e2-83d407fd409f,Duel,00:47:35.032,2855.032,"[49.6, 60.2]",high,ef8af40a-8129-4ecd-a0b3-4d1aa81ceddc,Pressure,00:47:37.480,2857.48,"[74.5, 6.2]",42207,Marissa Maeve Sheva,2.448,True,2,"['ef8af40a-8129-4ecd-a0b3-4d1aa81ceddc', '0fe9f65e-cb61-4330-9b0f-6c01231cd004']",True,Australia Women's,Australia Women's,80,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,49.6,49.6,,,harmless_escape,harmless_escape,True,True
3893788_p83_069ddf52,3893788,Women's World Cup,2023,1,83,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,982b5dbb-8d53-4470-ae40-390aef011968,Interception,00:48:40.824,2920.824,"[68.8, 73.1]",high,069ddf52-d555-44a6-918b-50085b393a3b,Pressure,00:48:43.623,2923.623,"[46.3, 12.9]",142768,Kyra Carusa,2.799,True,1,['069ddf52-d555-44a6-918b-50085b393a3b'],True,Australia Women's,Australia Women's,83,0,0,0,9.768,9.768,9.768,e9cc68cc-313e-4aa2-a812-71a5bfe00d4c,Carry,interception_plus_carry,0,0,0,9.768,e9cc68cc-313e-4aa2-a812-71a5bfe00d4c,0,0,0,0,,,1,0,1,False,68.8,95.3,,3.261,dangerous_escape,dangerous_escape,True,True
3893788_p84_25e94906,3893788,Women's World Cup,2023,1,84,Australia Women's,1205,Republic of Ireland Women's,16768,Regular Play,Regular Play,open_play,True,f69a6c0f-aed6-4255-b675-914d369ff85a,Ball Recovery,00:49:21.530,2961.53,"[17.9, 26.8]",high,25e94906-8083-41bd-a712-bf0484a1c2c2,Pressure,00:49:26.483,2966.483,"[75.4, 58.7]",401635,Clare Hunt,4.953,True,1,['25e94906-8083-41bd-a712-bf0484a1c2c2'],True,Republic of Ireland Women's,Republic of Ireland Women's,84,1,0,1,2.556,4.369,4.369,0458e3d8-4181-4aae-943a-5690ce91ecba,Pass,opponent_turnover_plus_pass,1,0,1,4.369,0458e3d8-4181-4aae-943a-5690ce91ecba,1,1,0,1,4.369,0458e3d8-4181-4aae-943a-5690ce91ecba,0,0,0,False,17.9,71.9,,,successful_regain,successful_regain,True,True
3893788_p85_279df6b3,3893788,Women's World Cup,2023,1,85,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,0458e3d8-4181-4aae-943a-5690ce91ecba,Pass,00:49:30.852,2970.852,"[49.3, 47.4]",high,279df6b3-e5a8-43d2-a59f-535f856d364e,Pressure,00:49:32.275,2972.275,"[63.5, 24.4]",15620,Katie McCabe,1.423,True,2,"['279df6b3-e5a8-43d2-a59f-535f856d364e', 'ea524a16-5086-4923-b6b1-8e4d7657c805']",True,Australia Women's,Australia Women's,85,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,49.3,55.2,,,harmless_escape,harmless_escape,True,True
3893788_p87_a0a03a5c,3893788,Women's World Cup,2023,1,87,Republic of Ireland Women's,16768,Republic of Ireland Women's,16768,From Keeper,From Keeper,open_play,True,f200ec39-db4b-4bfd-9583-93a8a92a4f21,Ball Recovery,00:50:58.271,3058.271,"[43.6, 53.3]",high,a0a03a5c-cfbf-4286-8620-22571b09c7e8,Pressure,00:50:58.623,3058.623,"[74.9, 25.9]",5084,Denise O'Sullivan,0.352,True,1,['a0a03a5c-cfbf-4286-8620-22571b09c7e8'],True,Australia Women's,Republic of Ireland Women's,87,0,0,0,,,,,,,0,0,0,,,0,1,1,1,0.395,1c624024-e080-412e-ab38-682f625b75ef,0,0,0,False,45.1,45.2,,,harmless_escape,successful_regain,True,True
3893788_p89_a8a37f53,3893788,Women's World Cup,2023,2,89,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,20144ec1-7070-41b8-9483-34c892ef8153,Pass,00:00:11.139,11.139,"[48.7, 69.7]",high,a8a37f53-fd5c-4781-aaf1-a4456eda46bd,Pressure,00:00:12.069,12.069,"[65.8, 8.6]",42207,Marissa Maeve Sheva,0.93,True,1,['a8a37f53-fd5c-4781-aaf1-a4456eda46bd'],True,Australia Women's,Australia Women's,89,0,0,0,9.628,9.628,9.628,cbb87171-d610-4ae5-830b-7714a2806c6d,Carry,ball_recovery_plus_carry,0,0,0,9.628,cbb87171-d610-4ae5-830b-7714a2806c6d,0,0,0,0,9.628,c3b91553-5e2d-4df4-9898-bb1eb014f86d,0,0,0,False,48.7,63.1,,,harmless_escape,harmless_escape,True,True
3893788_p90_726dc17c,3893788,Women's World Cup,2023,2,90,Australia Women's,1205,Republic of Ireland Women's,16768,Regular Play,Regular Play,open_play,True,c3b91553-5e2d-4df4-9898-bb1eb014f86d,Ball Recovery,00:00:21.697,21.697,"[56.9, 18.6]",high,726dc17c-2ef8-4f8e-b6de-738339a1e6e2,Pressure,00:00:23.776,23.776,"[65.9, 38.9]",401634,Cortnee Brooke Vine,2.079,True,1,['726dc17c-2ef8-4f8e-b6de-738339a1e6e2'],False,Republic of Ireland Women's,Republic of Ireland Women's,90,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,56.9,76.5,,,harmless_escape,harmless_escape,True,False
3893788_p93_cfbf07f6,3893788,Women's World Cup,2023,2,93,Republic of Ireland Women's,16768,Republic of Ireland Women's,16768,From Throw In,From Throw In,immediate_restart_phase,False,cd4a7d56-eb7c-48f9-8504-054f0af5b564,Pass,00:02:37.089,157.089,"[40.1, 6.4]",high,cfbf07f6-0436-42e6-a43c-9263b072f41e,Pressure,00:02:41.471,161.471,"[79.8, 46.4]",142768,Kyra Carusa,4.382,True,1,['cfbf07f6-0436-42e6-a43c-9263b072f41e'],True,Australia Women's,Republic of Ireland Women's,93,0,0,0,,,,,,,0,0,0,,,0,1,1,1,1.811,b9ad0717-af9f-4668-88b3-b88e5b76b3ca,0,0,0,False,40.1,70.0,,,harmless_escape,successful_regain,True,False
3893788_p95_051cc464,3893788,Women's World Cup,2023,2,95,Australia Women's,1205,Australia Women's,1205,Regular Play,Regular Play,open_play,True,cf5d6537-f0a4-44a7-ac2b-b72cffdc0079,Block,00:03:06.688,186.688,"[57.2, 11.1]",high,051cc464-3f8f-4a45-9eda-c68fa66d43c2,Pressure,00:03:08.303,188.303,"[46.3, 68.8]",4979,Katrina Gorry,1.615,True,2,"['051cc464-3f8f-4a45-9eda-c68fa66d43c2', '368848d7-ac11-4b41-99fd-00c1f375e684']",True,Republic of Ireland Women's,Australia Women's,95,1,0,1,4.654,4.654,4.654,96e2405e-58fb-4f83-a219-2dad5e0f253a,Carry,ball_recovery_plus_carry,1,0,1,4.654,96e2405e-58fb-4f83-a219-2dad5e0f253a,1,1,1,1,1.716,368848d7-ac11-4b41-99fd-00c1f375e684,0,0,0,False,78.9,78.9,,,successful_regain,successful_regain,True,True
3893788_p95_ca5fcb68,3893788,Women's World Cup,2023,2,95,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,0801f0fe-abd5-46e1-bdf3-4ab28c194ec5,Ball Recovery,00:03:01.742,181.742,"[41.5, 75.7]",high,ca5fcb68-56c7-4a69-a23a-99173c578b99,Pressure,00:03:02.378,182.378,"[78.9, 3.0]",142768,Kyra Carusa,0.636,True,4,"['ca5fcb68-56c7-4a69-a23a-99173c578b99', '11047d6b-0fb1-4a96-92b3-6f3c808ee7f7', '2b5b2f6d-965d-4777-85b5-278574ab2f54', 'cf5d6537-f0a4-44a7-ac2b-b72cffdc0079']",True,Australia Women's,Australia Women's,95,0,0,1,5.517,5.517,5.517,4b233c3a-2b6b-4a07-829b-303c4bd17452,Carry,ball_recovery_plus_carry,0,0,1,5.517,4b233c3a-2b6b-4a07-829b-303c4bd17452,0,0,0,0,,,0,0,0,False,41.5,60.8,,,harmless_escape,harmless_escape,True,True
3893788_p97_3962ebae,3893788,Women's World Cup,2023,2,97,Republic of Ireland Women's,16768,Australia Women's,1205,Regular Play,Regular Play,open_play,True,f2c44d04-fa6f-48a9-904e-0ae476a471aa,Ball Recovery,00:04:11.550,251.55,"[55.1, 40.6]",high,3962ebae-36bf-46a8-a82e-ec2ee87229cc,Pressure,00:04:12.831,252.831,"[63.4, 35.4]",15620,Katie McCabe,1.281,True,3,"['3962ebae-36bf-46a8-a82e-ec2ee87229cc', 'a652c90b-eee2-450e-b14d-24b9ec91d989', '44d53c66-7e7a-4470-a7a2-09bde74bbcfa']",True,Australia Women's,Australia Women's,97,0,0,0,,,,,,,0,0,0,,,0,0,0,0,,,0,0,0,False,55.1,73.6,,,harmless_escape,harmless_escape,True,True
